Strategies selected are: 
structure_name mc_cycles cal_time cal_steps rmsd_to_p26 restraint_scale_end R_start R_end rmsd(b)_start rmsd(b)_end
[opt_qm]
247_GFA03-new/1.2 10.0 14.1 7.66985 762.6 1.22331296688 1.0 0.51061 0.5435 0.08858 0.00051
247_GFA03-new/1.5 10.0 10.1 6.71493 546.0 1.64322715767 1.0 0.47671 0.58195 0.08888 0.00056
248_GFA01-new/0.3 10.0 13.9 7.62449 751.6 0.372101450943 1.0 0.1454 0.22712 0.09376 0.0005
248_GFA01-new/0.6 10.0 14.0 7.64685 752.6 0.585844226544 1.0 0.52297 0.29498 0.09457 0.0005
248_GFA01-new/0.9 10.0 6.7 5.90212 362.0 0.985591697653 1.0 0.57458 0.47813 0.09133 0.0005
248_GFA01-new/1.2 10.0 9.5 6.55777 514.6 1.29091465048 1.0 0.73639 0.54659 0.08755 0.00051
248_GFA01-new/1.5 10.0 11.3 6.99336 611.2 1.60855703949 1.0 0.68521 0.5523 0.08868 0.0005
249_GFA14-new/0.3 10.0 12.1 7.19728 653.7 0.497274697537 1.0 0.22106 0.31935 0.08956 0.00076
249_GFA14-new/0.6 10.0 9.1 6.4691 491.3 0.699554781856 1.0 0.39471 0.36439 0.08688 0.00073
249_GFA14-new/0.9 10.0 6.7 5.9196 362.1 1.09266437465 1.0 0.39201 0.40829 0.08969 0.0007
249_GFA14-new/1.2 10.0 14.2 7.72811 768.1 1.39973039394 1.0 0.64454 0.48004 0.08725 0.00071
249_GFA14-new/1.5 10.0 15.1 7.93653 814.6 1.66670958558 1.0 0.58728 0.50372 0.08934 0.00073
250_GFA05-new/0.3 10.0 14.9 7.95746 805.6 0.431835496356 1.0 0.20832 0.27239 0.08941 0.00048
250_GFA05-new/0.6 10.0 8.4 6.34736 454.7 0.671481970467 1.0 0.42214 0.39128 0.09026 0.0005
250_GFA05-new/0.9 10.0 17.0 8.49134 917.7 1.18125183845 1.0 0.47397 0.49428 0.0893 0.00047
250_GFA05-new/1.2 10.0 11.5 7.11858 621.9 1.45340868293 1.0 0.50884 0.52764 0.08788 0.00049
250_GFA05-new/1.5 10.0 9.0 6.49423 485.8 1.74044936699 1.0 0.49674 0.51643 0.08469 0.0005
251_GFA04-new/0.3 10.0 17.6 8.60993 953.6 0.424371016654 1.0 0.43333 0.2962 0.09106 0.0005
251_GFA04-new/0.6 10.0 9.5 6.61009 515.5 0.65582267763 1.0 0.50577 0.40488 0.0884 0.0005
251_GFA04-new/0.9 10.0 14.4 7.85228 780.1 1.16788715064 1.0 0.48751 0.52572 0.08885 0.00049
251_GFA04-new/1.2 10.0 9.6 6.62866 518.0 1.43839873832 1.0 0.58452 0.54344 0.0893 0.0005
251_GFA04-new/1.5 10.0 7.0 5.97648 377.9 1.71234935355 1.0 0.73553 0.53819 0.08631 0.0005
252_FGG55-new/0.3 10.0 22.6 9.39907 1217.3 0.416168333645 1.0 0.22651 0.31664 0.08862 0.00051
252_FGG55-new/0.6 10.0 26.0 10.16752 1402.5 0.471413917527 1.0 0.50505 0.35351 0.09203 0.0005
252_FGG55-new/0.9 10.0 13.4 7.30984 726.9 1.11533476828 1.0 0.46172 0.57066 0.08614 0.0005
252_FGG55-new/1.2 10.0 13.4 7.29259 725.0 1.38618618886 1.0 0.4356 0.59218 0.08682 0.00051
252_FGG55-new/1.5 10.0 10.8 6.70348 586.0 1.68126761724 1.0 0.43494 0.56751 0.09041 0.00075
253_FGG99-new/0.3 10.0 13.0 7.20657 700.7 0.534663259201 1.0 0.16153 0.30342 0.09114 0.0005
253_FGG99-new/0.6 10.0 11.9 6.97729 642.0 0.613556319874 1.0 0.27859 0.33081 0.087 0.0005
253_FGG99-new/0.9 10.0 10.3 6.56584 551.9 0.969210307251 1.0 0.42184 0.45432 0.08543 0.00051
253_FGG99-new/1.2 10.0 11.7 6.90822 630.1 1.37778215103 1.0 0.46356 0.58125 0.08664 0.0005
253_FGG99-new/1.5 10.0 9.4 6.37379 506.5 1.70177654742 1.0 0.42962 0.53595 0.08542 0.0005
254_FGG300-new/0.3 10.0 16.6 8.07199 897.2 0.556755155148 1.0 0.15136 0.35988 0.08379 0.0005
254_FGG300-new/0.6 10.0 19.9 8.85062 1071.0 0.69366224265 1.0 0.35174 0.44681 0.0873 0.0005
254_FGG300-new/0.9 10.0 13.3 7.27511 716.8 1.04215703886 1.0 0.46282 0.5352 0.08592 0.0005
254_FGG300-new/1.2 10.0 11.2 6.78166 603.2 1.41496200492 1.0 0.55039 0.58915 0.08916 0.00049
254_FGG300-new/1.5 10.0 9.6 6.40379 517.5 1.72759110465 1.0 0.60808 0.54462 0.08878 0.0005
255_FGG252-new/0.3 10.0 13.0 7.23399 702.5 0.49343349128 1.0 0.15676 0.29839 0.08408 0.0005
255_FGG252-new/0.6 10.0 14.2 7.49672 764.9 0.637908438898 1.0 0.26773 0.34927 0.08798 0.0005
255_FGG252-new/0.9 10.0 7.2 5.89229 387.9 0.929587436415 1.0 0.4178 0.42892 0.08777 0.0005
255_FGG252-new/1.2 10.0 13.7 7.39136 738.6 1.21828631875 1.0 0.56932 0.49633 0.08832 0.0005
255_FGG252-new/1.5 10.0 17.0 8.11228 915.3 1.58942379432 1.0 0.64001 0.52343 0.08716 0.00054
256_FGG366-new/0.3 10.0 22.4 9.48586 1206.7 0.617234743147 1.0 0.17708 0.42941 0.08509 0.0005
256_FGG366-new/0.6 10.0 11.0 6.78659 591.4 0.72851657719 1.0 0.34948 0.40567 0.08937 0.0005
256_FGG366-new/0.9 10.0 8.2 6.13171 441.7 0.926195718433 1.0 0.47437 0.47669 0.08735 0.0005
256_FGG366-new/1.2 10.0 11.5 6.95553 620.5 1.2267158187 1.0 0.45088 0.52287 0.0872 0.0005
256_FGG366-new/1.5 10.0 12.9 7.25526 696.1 1.7032760231 1.0 0.52214 0.52735 0.0867 0.0005
257_FGG215-new/0.3 10.0 21.6 9.29585 1161.2 0.76747880539 1.0 0.15712 0.38798 0.08894 0.0005
257_FGG215-new/0.6 10.0 14.0 7.48047 755.8 0.769771559094 1.0 0.20389 0.37541 0.08829 0.0005
257_FGG215-new/0.9 10.0 19.0 8.64624 1022.4 1.08821486607 1.0 0.32912 0.458 0.08814 0.00051
257_FGG215-new/1.2 10.0 13.6 7.415 731.9 1.41476502106 1.0 0.43084 0.48958 0.0862 0.0005
257_FGG215-new/1.5 10.0 10.7 6.68019 574.1 1.67495878353 1.0 0.44953 0.4894 0.0898 0.00052
258_FGG224-new/0.3 10.0 23.4 9.62622 1263.7 0.858377851814 1.0 0.26082 0.49027 0.09228 0.0005
258_FGG224-new/0.6 10.0 17.5 8.22563 941.4 0.90300514717 1.0 0.3999 0.4928 0.08819 0.0005
258_FGG224-new/0.9 10.0 15.5 7.81422 838.3 1.01549036143 1.0 0.39837 0.50724 0.08855 0.0005
258_FGG224-new/1.2 10.0 11.8 6.91844 637.6 1.31915856706 1.0 0.45011 0.52529 0.08979 0.0005
258_FGG224-new/1.5 10.0 13.3 7.29623 716.9 1.58905158551 1.0 0.47911 0.52101 0.08766 0.00051
259_FGG380-new/0.3 10.0 17.2 8.2395 928.4 0.75524991205 1.0 0.21551 0.43118 0.09046 0.0005
259_FGG380-new/0.6 10.0 11.8 6.93438 635.4 0.851463739879 1.0 0.43135 0.45258 0.09044 0.0005
259_FGG380-new/0.9 10.0 11.8 6.91933 637.1 1.02015702679 1.0 0.6298 0.49259 0.08626 0.0005
259_FGG380-new/1.2 10.0 13.8 7.39475 743.0 1.22958437981 1.0 0.6184 0.53681 0.08728 0.0005
259_FGG380-new/1.5 10.0 12.3 7.03346 661.5 1.62800510847 1.0 0.61742 0.548 0.08537 0.0005
260_FGG412-new/0.3 10.0 11.6 6.8856 625.5 0.385440118714 1.0 0.1931 0.27565 0.0908 0.0005
260_FGG412-new/0.6 10.0 10.0 6.50801 537.1 0.601643791594 1.0 0.39236 0.33816 0.0889 0.0005
260_FGG412-new/0.9 10.0 14.0 7.43942 755.0 1.00104681609 1.0 0.33325 0.47999 0.09063 0.00054
260_FGG412-new/1.2 10.0 8.9 6.26279 480.6 1.37118504983 1.0 0.37456 0.52745 0.08774 0.00051
260_FGG412-new/1.5 10.0 7.2 5.87049 388.1 1.72086694391 1.0 0.43784 0.52616 0.08982 0.0005
261_FGG444-new/0.3 10.0 17.5 8.29874 942.3 0.842890428056 1.0 0.18139 0.49171 0.09431 0.0005
261_FGG444-new/0.6 10.0 12.3 7.08259 663.1 0.902981570753 1.0 0.37528 0.49842 0.09034 0.0005
261_FGG444-new/0.9 10.0 10.4 6.61119 559.4 1.08344522796 1.0 0.42979 0.5195 0.08725 0.0005
261_FGG444-new/1.2 10.0 8.8 6.27223 476.7 1.43565027564 1.0 0.56612 0.5396 0.09047 0.00053
261_FGG444-new/1.5 10.0 11.7 6.95591 636.1 1.69497801336 1.0 0.56365 0.56159 0.08867 0.00053
262_FGG470-new/0.3 10.0 8.0 6.09864 429.4 0.379665442319 1.0 0.15117 0.18377 0.09104 0.0005
262_FGG470-new/0.6 10.0 13.0 7.26404 700.0 0.658892363497 1.0 0.34786 0.36681 0.08971 0.0005
262_FGG470-new/0.9 10.0 9.9 6.52859 533.5 0.95539328245 1.0 0.42506 0.4433 0.08837 0.0005
262_FGG470-new/1.2 10.0 11.8 6.98393 639.2 1.32261204247 1.0 0.49997 0.54035 0.08643 0.00052
262_FGG470-new/1.5 10.0 12.3 7.11414 668.9 1.62759047801 1.0 0.48985 0.54594 0.08703 0.00051
263_FGG80-new/0.3 10.0 19.6 8.77676 1057.3 0.829271649411 1.0 0.17955 0.48841 0.08852 0.0005
263_FGG80-new/0.6 10.0 13.2 7.27323 711.1 0.883420251087 1.0 0.28094 0.49735 0.08798 0.0005
263_FGG80-new/0.9 10.0 15.1 7.70788 814.2 0.966630370201 1.0 0.2767 0.51678 0.08692 0.0005
263_FGG80-new/1.2 10.0 19.0 8.57539 1023.9 1.27355536243 1.0 0.4037 0.51318 0.08894 0.00051
263_FGG80-new/1.5 10.0 18.8 8.51594 1014.6 1.53794855915 1.0 0.40242 0.51432 0.08794 0.00051
264_FGG114-new/0.3 10.0 15.7 7.84721 846.1 0.446457161128 1.0 0.18721 0.30164 0.09133 0.0005
264_FGG114-new/0.6 10.0 9.5 6.4001 513.4 0.622026212829 1.0 0.34208 0.35072 0.08733 0.00052
264_FGG114-new/0.9 10.0 13.8 7.35738 740.9 0.918060083978 1.0 0.39592 0.46194 0.0875 0.0005
264_FGG114-new/1.2 10.0 13.0 7.20628 702.2 1.34355391525 1.0 0.31744 0.48676 0.08832 0.00055
264_FGG114-new/1.5 10.0 13.1 7.21922 705.6 1.67594137946 1.0 0.33888 0.48332 0.08859 0.00054
265_FGG357-new/0.3 10.0 17.5 8.24822 944.7 0.451007697107 1.0 0.22715 0.31176 0.08756 0.00057
265_FGG357-new/0.6 10.0 9.2 6.32884 496.1 0.693555801059 1.0 0.52401 0.40379 0.08783 0.00051
265_FGG357-new/0.9 10.0 7.4 5.8975 397.7 1.02418707791 1.0 0.49689 0.44996 0.08921 0.00053
265_FGG357-new/1.2 10.0 13.6 7.30961 734.7 1.26792079179 1.0 0.53833 0.47222 0.08973 0.00053
265_FGG357-new/1.5 10.0 12.4 7.05103 670.1 1.67564475903 1.0 0.55297 0.48071 0.08725 0.00061
266_FGG691-new/0.3 10.0 17.6 8.27248 948.6 0.588285503769 1.0 0.0959 0.38633 0.08714 0.0005
266_FGG691-new/0.6 10.0 13.0 7.21943 702.1 0.661960506305 1.0 0.35615 0.38397 0.08806 0.0005
266_FGG691-new/0.9 10.0 10.7 6.68366 576.5 0.94667982158 1.0 0.40609 0.4678 0.08718 0.0005
266_FGG691-new/1.2 10.0 10.1 6.5669 544.5 1.33035740088 1.0 0.45478 0.54188 0.08821 0.0005
266_FGG691-new/1.5 10.0 12.1 7.02407 651.3 1.62489453433 1.0 0.52277 0.53267 0.08687 0.0005
Time taken for  restraints=cctbx data_weight=0  was  9305.81941795
Strategies selected are: 
structure_name success_number mc_cycles cal_time cal_steps rmsd_to_p26 restraint_scale_end R_start R_end rmsd(b)_start rmsd(b)_end
[refine_qm]
191_WG03-new/0.3 10.0 4.1 144.30019 82.4 0.246904053434 2.1 0.22746 0.00936 0.09324 0.02969
191_WG03-new/0.6 10.0 4.2 154.37438 96.3 0.381795531286 4.4 0.32899 0.00804 0.08587 0.03024
191_WG03-new/0.9/1 geometry error
191_WG03-new/0.9/3 geometry error
191_WG03-new/0.9/4 geometry error
191_WG03-new/0.9/5 geometry error
191_WG03-new/0.9 6.0 4.5 169.356933333 105.166666667 0.299096085428 7.66666666667 0.449383333333 0.0135 0.0865833333333 0.03225
191_WG03-new/1.2/0 geometry error
191_WG03-new/1.2/1 geometry error
191_WG03-new/1.2/2 geometry error
191_WG03-new/1.2/3 geometry error
191_WG03-new/1.2/4 geometry error
191_WG03-new/1.2/5 geometry error
191_WG03-new/1.2/6 geometry error
191_WG03-new/1.2/7 geometry error
191_WG03-new/1.2/8 geometry error
191_WG03-new/1.2/9 geometry error
191_WG03-new/1.5/0 geometry error
191_WG03-new/1.5/1 geometry error
191_WG03-new/1.5/2 geometry error
191_WG03-new/1.5/3 geometry error
191_WG03-new/1.5/4 geometry error
191_WG03-new/1.5/5 geometry error
191_WG03-new/1.5/6 geometry error
191_WG03-new/1.5/7 geometry error
191_WG03-new/1.5/8  The job  failed
191_WG03-new/1.5/9 geometry error
192_WG10-new/0.3 10.0 5.8 212.22912 126.0 0.0826182811997 14.8 0.22067 0.00437 0.08536 0.02832
192_WG10-new/0.6 10.0 4.8 196.17819 127.4 0.199610622861 6.8 0.42135 0.00626 0.08655 0.03612
192_WG10-new/0.9/0 geometry error
192_WG10-new/0.9/2 geometry error
192_WG10-new/0.9/3 geometry error
192_WG10-new/0.9/4 geometry error
192_WG10-new/0.9/5 geometry error
192_WG10-new/0.9/6 geometry error
192_WG10-new/0.9/7 geometry error
192_WG10-new/0.9 3.0 4.0 162.424533333 133.666666667 0.554513501958 2.33333333333 0.5534 0.1521 0.0845666666667 0.0265333333333
192_WG10-new/1.2/0 geometry error
192_WG10-new/1.2/1 geometry error
192_WG10-new/1.2/2 geometry error
192_WG10-new/1.2/3 geometry error
192_WG10-new/1.2/4 geometry error
192_WG10-new/1.2/5 geometry error
192_WG10-new/1.2/8 geometry error
192_WG10-new/1.2/9 geometry error
192_WG10-new/1.2 2.0 5.0 184.38295 129.0 1.40292446432 16.5 0.56405 0.4531 0.0869 0.02805
192_WG10-new/1.5/0 geometry error
192_WG10-new/1.5/2 geometry error
192_WG10-new/1.5/3 geometry error
192_WG10-new/1.5/4 geometry error
192_WG10-new/1.5/6 geometry error
192_WG10-new/1.5/7 geometry error
192_WG10-new/1.5/8 geometry error
192_WG10-new/1.5/9 geometry error
192_WG10-new/1.5 2.0 4.5 201.01565 200.0 1.71108896747 1.0 0.72565 0.57565 0.0877 0.0282
193_WG06-new/0.3 10.0 4.0 136.28101 76.6 0.0943239016116 2.0 0.17468 0.00568 0.08704 0.02097
193_WG06-new/0.6/0 geometry error
193_WG06-new/0.6/2  The job  failed
193_WG06-new/0.6/3 geometry error
193_WG06-new/0.6/4 geometry error
193_WG06-new/0.6/6 geometry error
193_WG06-new/0.6/7 geometry error
193_WG06-new/0.6/8 geometry error
193_WG06-new/0.6/9 geometry error
193_WG06-new/0.6 2.0 6.0 245.4752 207.0 0.361332668583 8.0 0.60925 0.00725 0.08725 0.03505
193_WG06-new/0.9 10.0 4.3 173.61109 163.0 0.871841893393 2.5 0.59429 0.45714 0.08579 0.028
193_WG06-new/1.2 10.0 3.6 148.71514 129.5 1.37083792887 1.1 0.61966 0.53061 0.08329 0.02841
193_WG06-new/1.5/0 geometry error
193_WG06-new/1.5/3 geometry error
193_WG06-new/1.5/6 geometry error
193_WG06-new/1.5/7 geometry error
193_WG06-new/1.5/8 geometry error
193_WG06-new/1.5/9 geometry error
193_WG06-new/1.5 4.0 4.0 161.9462 149.75 1.55455045151 1.75 0.51895 0.51515 0.082675 0.02745
194_WG02-new/0.3 10.0 3.0 111.06745 67.9 0.0643593228181 4.0 0.1503 0.00647 0.08893 0.03751
194_WG02-new/0.6/2 geometry error
194_WG02-new/0.6/3 geometry error
194_WG02-new/0.6/5 geometry error
194_WG02-new/0.6/6 geometry error
194_WG02-new/0.6/8 geometry error
194_WG02-new/0.6 5.0 4.2 162.40072 104.0 0.325487461048 8.4 0.54542 0.00882 0.08632 0.03496
194_WG02-new/0.9/0 geometry error
194_WG02-new/0.9/1 geometry error
194_WG02-new/0.9/2 geometry error
194_WG02-new/0.9/3 geometry error
194_WG02-new/0.9/4 geometry error
194_WG02-new/0.9/5 geometry error
194_WG02-new/0.9/6 geometry error
194_WG02-new/0.9/7 geometry error
194_WG02-new/0.9/8 geometry error
194_WG02-new/0.9/9 geometry error
194_WG02-new/1.2/0 geometry error
194_WG02-new/1.2/1 geometry error
194_WG02-new/1.2/2  The job  failed
194_WG02-new/1.2/3 geometry error
194_WG02-new/1.2/4 geometry error
194_WG02-new/1.2/5 geometry error
194_WG02-new/1.2/6 geometry error
194_WG02-new/1.2/7 geometry error
194_WG02-new/1.2/8 geometry error
194_WG02-new/1.2/9 geometry error
194_WG02-new/1.5/0 geometry error
194_WG02-new/1.5/1 geometry error
194_WG02-new/1.5/2 geometry error
194_WG02-new/1.5/3 geometry error
194_WG02-new/1.5/4 geometry error
194_WG02-new/1.5/5 geometry error
194_WG02-new/1.5/6 geometry error
194_WG02-new/1.5/7 geometry error
194_WG02-new/1.5/8 geometry error
194_WG02-new/1.5/9 geometry error
195_WG01-new/0.3 10.0 3.3 128.42158 78.6 0.389661134464 3.3 0.19734 0.00525 0.08697 0.02761
195_WG01-new/0.6/0 geometry error
195_WG01-new/0.6/1 geometry error
195_WG01-new/0.6/3 geometry error
195_WG01-new/0.6/5 geometry error
195_WG01-new/0.6/6 geometry error
195_WG01-new/0.6 5.0 3.6 153.57564 107.6 0.270888598298 2.0 0.47096 0.00454 0.08778 0.02
195_WG01-new/0.9/0 geometry error
195_WG01-new/0.9/1 geometry error
195_WG01-new/0.9/2 geometry error
195_WG01-new/0.9/3 geometry error
195_WG01-new/0.9/4 geometry error
195_WG01-new/0.9/5 geometry error
195_WG01-new/0.9/6 geometry error
195_WG01-new/0.9/7 geometry error
195_WG01-new/0.9/8 geometry error
195_WG01-new/0.9/9 geometry error
195_WG01-new/1.2/2 geometry error
195_WG01-new/1.2/3 geometry error
195_WG01-new/1.2/4 geometry error
195_WG01-new/1.2/5 geometry error
195_WG01-new/1.2/6 geometry error
195_WG01-new/1.2/7 geometry error
195_WG01-new/1.2/8 geometry error
195_WG01-new/1.2 3.0 3.66666666667 143.858233333 140.0 1.48823791755 1.0 0.617266666667 0.558866666667 0.0856666666667 0.0283333333333
195_WG01-new/1.5/0 geometry error
195_WG01-new/1.5/2  The job  failed
195_WG01-new/1.5/3 geometry error
195_WG01-new/1.5/4 geometry error
195_WG01-new/1.5/7 geometry error
195_WG01-new/1.5/8 geometry error
195_WG01-new/1.5/9 geometry error
195_WG01-new/1.5 3.0 5.33333333333 241.281333333 243.666666667 1.61217562096 1.0 0.6959 0.589266666667 0.082 0.0285333333333
196_WG14-new/0.3 10.0 5.2 189.60153 122.2 0.110910384761 9.2 0.30119 0.00597 0.08531 0.0257
196_WG14-new/0.6 10.0 5.3 199.04572 123.7 0.196663334301 4.0 0.39555 0.00957 0.08671 0.0274
196_WG14-new/0.9/0 geometry error
196_WG14-new/0.9/1 geometry error
196_WG14-new/0.9/2 geometry error
196_WG14-new/0.9/3 geometry error
196_WG14-new/0.9/7 geometry error
196_WG14-new/0.9/9 geometry error
196_WG14-new/0.9 4.0 5.0 186.223675 117.0 0.44986697034 4.0 0.406425 0.01335 0.08245 0.028325
196_WG14-new/1.2/0 geometry error
196_WG14-new/1.2/1 geometry error
196_WG14-new/1.2/2 geometry error
196_WG14-new/1.2/3 geometry error
196_WG14-new/1.2/4 geometry error
196_WG14-new/1.2/5 geometry error
196_WG14-new/1.2/6 geometry error
196_WG14-new/1.2/7 geometry error
196_WG14-new/1.2/8 geometry error
196_WG14-new/1.2/9 geometry error
196_WG14-new/1.5/0 geometry error
196_WG14-new/1.5/1 geometry error
196_WG14-new/1.5/2 geometry error
196_WG14-new/1.5/3 geometry error
196_WG14-new/1.5/4 geometry error
196_WG14-new/1.5/5 geometry error
196_WG14-new/1.5/6 geometry error
196_WG14-new/1.5/7 geometry error
196_WG14-new/1.5/8 geometry error
196_WG14-new/1.5/9 geometry error
197_WG07-new/0.3 10.0 4.0 148.67843 91.6 0.176698089556 2.5 0.16237 0.00533 0.08807 0.02703
197_WG07-new/0.6 10.0 5.6 191.00162 110.0 0.314776753409 12.9 0.23402 0.00849 0.08494 0.02803
197_WG07-new/0.9/0 geometry error
197_WG07-new/0.9/1 geometry error
197_WG07-new/0.9/2 geometry error
197_WG07-new/0.9/3 geometry error
197_WG07-new/0.9/4 geometry error
197_WG07-new/0.9/6 geometry error
197_WG07-new/0.9/7 geometry error
197_WG07-new/0.9/8 geometry error
197_WG07-new/0.9/9 geometry error
197_WG07-new/0.9 1.0 5.0 171.8659 106.0 0.281510892068 4.0 0.3255 0.009 0.0823 0.0285
197_WG07-new/1.2/0 geometry error
197_WG07-new/1.2/1 geometry error
197_WG07-new/1.2/2 geometry error
197_WG07-new/1.2/3 geometry error
197_WG07-new/1.2/4 geometry error
197_WG07-new/1.2/5 geometry error
197_WG07-new/1.2/6 geometry error
197_WG07-new/1.2/8 geometry error
197_WG07-new/1.2/9 geometry error
197_WG07-new/1.2 1.0 5.0 175.6545 119.0 0.509956774408 16.0 0.4401 0.0071 0.0868 0.0413
197_WG07-new/1.5/0 geometry error
197_WG07-new/1.5/1 geometry error
197_WG07-new/1.5/2 geometry error
197_WG07-new/1.5/4 geometry error
197_WG07-new/1.5/5 geometry error
197_WG07-new/1.5/6 geometry error
197_WG07-new/1.5/7 geometry error
197_WG07-new/1.5/8 geometry error
197_WG07-new/1.5 2.0 4.5 193.61975 185.5 1.71238586295 1.0 0.6546 0.59225 0.0834 0.02855
198_WG09-new/0.3 10.0 4.0 149.09705 92.6 0.199903446487 2.0 0.11222 0.00833 0.08734 0.02495
198_WG09-new/0.6 10.0 4.7 191.01784 131.6 0.104689077828 4.4 0.31595 0.00481 0.08567 0.02287
198_WG09-new/0.9/0 geometry error
198_WG09-new/0.9/2 geometry error
198_WG09-new/0.9/4 geometry error
198_WG09-new/0.9/5 geometry error
198_WG09-new/0.9/6 geometry error
198_WG09-new/0.9/7 geometry error
198_WG09-new/0.9/9 geometry error
198_WG09-new/0.9 3.0 5.33333333333 226.5812 166.333333333 0.251085613345 4.0 0.4538 0.0077 0.0898333333333 0.0256
198_WG09-new/1.2/0 geometry error
198_WG09-new/1.2/3 geometry error
198_WG09-new/1.2/6 geometry error
198_WG09-new/1.2/7 geometry error
198_WG09-new/1.2/8 geometry error
198_WG09-new/1.2 5.0 3.2 123.3161 117.0 1.36648728744 1.0 0.74336 0.60012 0.08494 0.0278
198_WG09-new/1.5/0 geometry error
198_WG09-new/1.5/2 geometry error
198_WG09-new/1.5/3 geometry error
198_WG09-new/1.5/4 geometry error
198_WG09-new/1.5/5 geometry error
198_WG09-new/1.5/7 geometry error
198_WG09-new/1.5/9 geometry error
198_WG09-new/1.5 3.0 2.66666666667 104.601433333 88.0 1.76750524244 1.0 0.7327 0.6101 0.0879333333333 0.0276
199_WG15-new/0.3 10.0 4.6 150.17725 82.9 0.0985988481578 5.6 0.19589 0.00538 0.0826 0.02973
199_WG15-new/0.6/0 geometry error
199_WG15-new/0.6/3 geometry error
199_WG15-new/0.6/7 geometry error
199_WG15-new/0.6/8 geometry error
199_WG15-new/0.6 6.0 6.33333333333 195.980283333 98.5 0.23100413709 7.0 0.246333333333 0.0114666666667 0.0850166666667 0.02755
199_WG15-new/0.9/0 geometry error
199_WG15-new/0.9/1 geometry error
199_WG15-new/0.9/3 geometry error
199_WG15-new/0.9/4 geometry error
199_WG15-new/0.9/6 geometry error
199_WG15-new/0.9/7 geometry error
199_WG15-new/0.9/8 geometry error
199_WG15-new/0.9/9 geometry error
199_WG15-new/0.9 2.0 5.0 209.8997 152.0 0.299308820689 8.0 0.30465 0.00625 0.079 0.03885
199_WG15-new/1.2/0 geometry error
199_WG15-new/1.2/2 geometry error
199_WG15-new/1.2/3 geometry error
199_WG15-new/1.2/4 geometry error
199_WG15-new/1.2/5 geometry error
199_WG15-new/1.2/7 geometry error
199_WG15-new/1.2/8 geometry error
199_WG15-new/1.2/9 geometry error
199_WG15-new/1.2 2.0 12.5 426.67255 280.0 1.22885737566 1056.0 0.54165 0.26675 0.08565 0.02855
199_WG15-new/1.5/0 geometry error
199_WG15-new/1.5/2 geometry error
199_WG15-new/1.5/4 geometry error
199_WG15-new/1.5/7  The job  failed
199_WG15-new/1.5/8 geometry error
199_WG15-new/1.5 5.0 3.8 156.69142 148.6 1.7327795857 1.0 0.64504 0.54352 0.08354 0.02768
200_WG13-new/0.3 10.0 4.1 157.81919 96.9 0.193486162293 3.1 0.18928 0.00653 0.08976 0.02762
200_WG13-new/0.6 10.0 5.6 216.92183 137.7 0.264377109036 8.0 0.71247 0.00924 0.08609 0.02618
200_WG13-new/0.9/2 geometry error
200_WG13-new/0.9/3 geometry error
200_WG13-new/0.9/5 geometry error
200_WG13-new/0.9/8 geometry error
200_WG13-new/0.9 6.0 5.16666666667 214.382016667 161.666666667 0.633352522414 5.66666666667 0.670166666667 0.177533333333 0.0901333333333 0.0281166666667
200_WG13-new/1.2/1 geometry error
200_WG13-new/1.2/2 geometry error
200_WG13-new/1.2/3 geometry error
200_WG13-new/1.2/4 geometry error
200_WG13-new/1.2/5 geometry error
200_WG13-new/1.2/6 geometry error
200_WG13-new/1.2/7 geometry error
200_WG13-new/1.2/8 geometry error
200_WG13-new/1.2/9 geometry error
200_WG13-new/1.2 1.0 12.0 407.0326 322.0 1.47502368874 64.0 0.7457 0.3601 0.0855 0.0286
200_WG13-new/1.5/0 geometry error
200_WG13-new/1.5/1 geometry error
200_WG13-new/1.5/2 geometry error
200_WG13-new/1.5/3 geometry error
200_WG13-new/1.5/4 geometry error
200_WG13-new/1.5/5 geometry error
200_WG13-new/1.5/6 geometry error
200_WG13-new/1.5/7 geometry error
200_WG13-new/1.5 2.0 5.0 190.3487 156.0 1.87723427391 8.5 0.63235 0.46465 0.089 0.0276
201_WG12-new/0.3 10.0 2.0 98.01777 81.8 0.0801702968144 1.0 0.14008 0.00398 0.08592 0.02555
201_WG12-new/0.6/0 geometry error
201_WG12-new/0.6 9.0 4.33333333333 159.718055556 98.2222222222 0.185573021249 8.11111111111 0.245733333333 0.00587777777778 0.0856222222222 0.0313333333333
201_WG12-new/0.9/5 geometry error
201_WG12-new/0.9 9.0 4.11111111111 173.431555556 126.444444444 0.265081703919 4.22222222222 0.418411111111 0.00603333333333 0.0854333333333 0.0250444444444
201_WG12-new/1.2/0 geometry error
201_WG12-new/1.2/1 geometry error
201_WG12-new/1.2/5 geometry error
201_WG12-new/1.2/6 geometry error
201_WG12-new/1.2/8 geometry error
201_WG12-new/1.2 5.0 3.2 127.73568 126.6 1.38096864768 1.0 0.70102 0.53682 0.08466 0.02748
201_WG12-new/1.5/0 geometry error
201_WG12-new/1.5/3 geometry error
201_WG12-new/1.5/4 geometry error
201_WG12-new/1.5/5 geometry error
201_WG12-new/1.5/6 geometry error
201_WG12-new/1.5/7 geometry error
201_WG12-new/1.5/9 geometry error
201_WG12-new/1.5 3.0 3.66666666667 138.468733333 109.0 1.65831821764 11.3333333333 0.5678 0.517833333333 0.0839333333333 0.0302
